ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
7460;2010-02-27T19:00:00+01:00;99370;-420.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;170;8.2;283.35;278.55;72;40000.0;Pluie, sans congélation, intermittente, faible au moment de l’observation;Pluie;2;90.0;1;1250.0;35;27;60;95570.0;;;;275.25;;285.35;;;;;;21.1;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1121.0;3100.0;;1.0;6;1200.0;7.0;4;2700.0;;;;;;;45.786833,3.149333;CLERMONT-FD;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Pluie;Pluie, sans congélation, intermittente, faible au moment de l’observation;10.200000000000045;2.1000000000000227;;12.200000000000045;;;45.786833;3.149333;331;Clermont-Ferrand;63113;Clermont Auvergne Métropole;246300701;Puy-de-Dôme;63;Auvergne-Rhône-Alpes;84;2
67005;2010-02-27T19:00:00+01:00;101210;;;140;2.1;301.35;298.35;84;;;;;;;;;;;;;;;;;302.85;;;;;;4.1;-10.0;;;;;0.0;;;0.0;;710.0;1104.0;;;;;;;;;;;;;;;-12.8055,45.282833;PAMANDZI;;;;28.200000000000045;;;29.700000000000045;;;-12.8055;45.282833;7;Pamandzi;97615;CC de Petite-Terre;200050532;Mayotte;976;Mayotte;6;2
61980;2010-02-22T13:00:00+01:00;101050;;;80;3.1;302.75;296.65;70;10000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;75.0;4;800.0;38;23;11;;;;30.0;;;;;;;;;5.7;-10.0;;;;;0.0;;0.0;;;710.0;1106.0;2437.0;;3.0;8;900.0;3.0;6;1800.0;5.0;0;6000.0;;;;-20.8925,55.528667;GILLOT-AEROPORT;;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;29.600000000000023;;;;;;-20.8925;55.528667;8;Sainte-Marie;97418;CA Intercommunale du Nord de la Réunion (CINOR);249740119;La Réunion;974;La Réunion;4;2
7005;2010-02-22T16:00:00+01:00;98220;-40.0;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;210;9.3;283.05;281.95;93;6000.0;Pluie, sans congélation, continue, faible au moment de l’observation;Pluie;6;100.0;8;150.0;35;61;60;97320.0;;;;;;;;;;;;15.9;-10.0;;;0.0;-30.0;0.8;5.0;;;;710.0;1116.0;3100.0;;8.0;6;150.0;;;;;;;;;;50.136,1.834;ABBEVILLE;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;9.900000000000034;;;;;;50.136;1.834;69;Abbeville;80001;CA de la Baie de Somme;200070993;Somme;80;Hauts-de-France;32;2
7110;2010-02-22T16:00:00+01:00;98580;40.0;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;20;3.1;281.15;279.75;91;12000.0;État du ciel inchangé dans l’ensemble;Bruine;2;100.0;8;450.0;37;61;60;97450.0;;;;;;;;;;;;4.6;-10.0;;;;;0.0;0.4;;;;710.0;1105.0;;;5.0;7;300.0;5.0;6;750.0;;;;;;;48.444167,-4.412;BREST-GUIPAVAS;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Bruine;État du ciel inchangé dans l’ensemble;8.0;;;;;;48.444167;-4.412;94;Guipavas;29075;Brest Métropole;242900314;Finistère;29;Bretagne;53;2
7434;2010-02-22T16:00:00+01:00;99330;20.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;220;9.8;282.15;280.55;90;8000.0;Pluie, sans congélation, continue, faible au moment de l’observation;Pluie;1;90.0;7;450.0;38;61;60;94640.0;;;;;;;;;;;;15.9;-10.0;;;0.0;-30.0;0.4;0.4;;;;710.0;1116.0;3100.0;;5.0;8;300.0;7.0;6;780.0;;;;;;;45.861167,1.175;LIMOGES-BELLEGARDE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;9.0;;;;;;45.861167;1.175;402;Limoges;87085;CU Limoges Métropole;248719312;Haute-Vienne;87;Nouvelle-Aquitaine;75;2
7607;2010-02-22T19:00:00+01:00;99400;50.0;3;190;1.5;287.15;279.25;59;60000.0;;;;75.0;;2250.0;;;;98710.0;;;;274.65;;290.35;;;;;;5.7;-10.0;;;;;0.0;0.0;;2.0;;710.0;1106.0;;;;;;;;;;;;;;;43.909833,-0.500167;MONT-DE-MARSAN;3;;;14.0;1.5;;17.200000000000045;;;43.909833;-0.500167;59;Mont-de-Marsan;40192;CA Mont de Marsan Agglomération;244000808;Landes;40;Nouvelle-Aquitaine;75;2
7130;2010-02-23T01:00:00+01:00;98810;90.0;2;210;2.6;282.55;281.65;94;20000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;;250.0;;;;98300.0;;;;;;;;;;;;4.1;-10.0;;;;;0.0;0.0;0.8;;;710.0;1104.0;;;;;;;;;;;;;;;48.068833,-1.734;RENNES-ST JACQUES;2;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;9.400000000000034;;;;;;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;2
7747;2010-02-23T01:00:00+01:00;99920;60.0;1;270;1.5;277.75;276.75;93;15000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;;;;;;99380.0;;;;;;;;;;;;3.1;-10.0;;;;;0.0;0.0;0.0;;;710.0;1103.0;;;;;;;;;;;;;;;42.737167,2.872833;PERPIGNAN;1;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;4.600000000000023;;;;;;42.737167;2.872833;42;Perpignan;66136;CU Perpignan Méditerranée Métropole;200027183;Pyrénées-Orientales;66;Occitanie;76;2
78897;2010-02-23T01:00:00+01:00;101300;140.0;3;120;2.6;297.65;292.95;75;60000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;;;;;;;;;;293.65;;303.55;;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;16.264,-61.516333;LE RAIZET AERO;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.5;20.5;;30.400000000000034;;;16.264;-61.516333;11;Les Abymes;97101;CA CAP Excellence;200018653;Guadeloupe;971;Guadeloupe;1;2
81415;2010-02-23T01:00:00+01:00;101150;;;;;297.15;297.15;100;;;;;;;;;;;99940.0;;;;;;304.55;;;;;;;;;;;;;14.0;18.0;;;;;;;;;;;;;;;;;;;3.640167,-54.028333;MARIPASOULA;;;;24.0;;;31.400000000000034;;;3.640167;-54.028333;106;Maripasoula;97353;CC de l'Ouest Guyanais;249730037;Guyane;973;Guyane;3;2
7240;2010-02-23T04:00:00+01:00;99110;-20.0;8;200;5.7;282.35;281.15;92;10000.0;Pluie, sans congélation, continue, faible au moment de l’observation;;;100.0;7;450.0;35;61;60;97800.0;;;;;;;;;;;;10.8;-10.0;;;0.0;-30.0;1.0;1.0;;;;710.0;1111.0;3100.0;;7.0;6;300.0;;;;;;;;;;47.4445,0.727333;TOURS;8;;Pluie, sans congélation, continue, faible au moment de l’observation;9.200000000000045;;;;;;47.4445;0.727333;108;Parçay-Meslay;37179;Tours Métropole Val de Loire;243700754;Indre-et-Loire;37;Centre-Val de Loire;24;2
61976;2010-02-23T07:00:00+01:00;101220;;;170;5.1;303.85;297.95;71;;;;;;;;;;;101070.0;;;;300.65;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;-15.887667,54.520667;TROMELIN;;;;30.700000000000045;27.5;;;;;-15.887667;54.520667;7;;;;;;;;;2
61998;2010-02-23T07:00:00+01:00;100870;;;240;9.8;276.95;274.15;82;15000.0;Averse(s) de pluie, faible(s);8;2;90.0;7;1250.0;35;61;60;;;;;275.05;;;;274.15;;;;17.0;-10.0;;;;;0.0;;;;0.4;710.0;1117.0;;;7.0;6;990.0;;;;;;;;;;-49.352333,70.243333;KERGUELEN;;8;Averse(s) de pluie, faible(s);3.8000000000000114;1.900000000000034;;;;1.0;-49.352333;70.243333;29;;;;;;;;;2
78925;2010-02-23T07:00:00+01:00;101210;-100.0;6;0;0.0;297.05;294.35;85;55000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;90.0;;800.0;;;;;;;;;293.05;;303.35;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;14.595333,-60.995667;LAMENTIN-AERO;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.900000000000034;;19.900000000000034;;30.200000000000045;;14.595333;-60.995667;3;Le Lamentin;97213;CA du Centre de la Martinique;249720061;Martinique;972;Martinique;2;2
7207;2010-02-23T10:00:00+01:00;99170;180.0;1;220;8.2;283.35;281.65;89;8000.0;État du ciel inchangé dans l’ensemble;6;2;60.0;4;800.0;38;25;10;98660.0;;;;;;;;;;;;12.3;-10.0;;;;;0.0;0.2;;;;710.0;1112.0;2446.0;;;;;;;;;;;;;;47.294333,-3.218333;BELLE ILE-LE TALUT;1;6;État du ciel inchangé dans l’ensemble;10.200000000000045;;;;;;47.294333;-3.218333;34;Bangor;56009;CC de Belle Ile en Mer;245600465;Morbihan;56;Bretagne;53;2
7607;2010-02-23T10:00:00+01:00;99940;140.0;1;200;1.0;286.25;278.15;58;60000.0;;;;;;;;;;99240.0;;;;;;;;;;;;2.1;-10.0;;;;;0.0;0.0;;;;710.0;1102.0;;;;;;;;;;;;;;;43.909833,-0.500167;MONT-DE-MARSAN;1;;;13.100000000000023;;;;;;43.909833;-0.500167;59;Mont-de-Marsan;40192;CA Mont de Marsan Agglomération;244000808;Landes;40;Nouvelle-Aquitaine;75;2
7139;2010-02-23T13:00:00+01:00;99280;170.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;230;6.2;285.25;281.95;80;12000.0;Précipitations en vue, atteignant le sol ou la surface de la mer, mais distantes (c’est-à-dire à plus de 5 km à l’estime) de la station;Averse(s);6;90.0;7;450.0;38;61;60;97590.0;;;;;;;;;;;;11.8;-10.0;;;0.0;-60.0;0.0;0.0;1.0;;;710.0;1112.0;3100.0;;2.0;8;390.0;5.0;6;600.0;7.0;6;990.0;;;;48.4455,0.110167;ALENCON;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Averse(s);Précipitations en vue, atteignant le sol ou la surface de la mer, mais distantes (c’est-à-dire à plus de 5 km à l’estime) de la station;12.100000000000023;;;;;;48.4455;0.110167;143;Cerisé;61077;CU d'Alençon;246100663;Orne;61;Normandie;28;2
78925;2010-04-12T20:00:00+02:00;101050;-210.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;70;6.2;303.05;296.55;68;20000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;75.0;5;800.0;38;20;12;;;;;;296.75;303.55;;;;;;;;;;;;;;0.0;;;;;;;4.0;8;900.0;3.0;6;1500.0;;;;;;;14.595333,-60.995667;LAMENTIN-AERO;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;29.900000000000034;;23.600000000000023;30.400000000000034;;;14.595333;-60.995667;3;Le Lamentin;97213;CA du Centre de la Martinique;249720061;Martinique;972;Martinique;2;4
7181;2010-04-12T23:00:00+02:00;101670;20.0;0;60;4.1;278.15;276.85;91;7000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;;450.0;;;;97510.0;;;;;;;;;;;;8.2;-10.0;;;;;0.0;0.2;;;;710.0;1108.0;;;;;;;;;;;;;;;48.581,5.959833;NANCY-OCHEY;0;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;5.0;;;;;;48.581;5.959833;336;Thuilley-aux-Groseilles;54523;CC du Pays de Colombey et du Sud Toulois;245400510;Meurthe-et-Moselle;54;Grand Est;44;4
7280;2010-04-12T23:00:00+02:00;101440;30.0;0;10;5.1;279.65;275.75;76;21000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;;;;;;98680.0;;;;;;;;;;;;7.2;-10.0;;;;;0.0;0.0;;;;710.0;1107.0;;;;;;;;;;;;;;;47.267833,5.088333;DIJON-LONGVIC;0;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;6.5;;;;;;47.267833;5.088333;219;Ouges;21473;Dijon Métropole;242100410;Côte-d'Or;21;Bourgogne-Franche-Comté;27;4
7481;2010-04-12T23:00:00+02:00;101230;50.0;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;50;0.5;279.25;277.45;88;10000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;7;1750.0;35;61;60;98320.0;;;;;;;;;;;;3.6;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1104.0;3100.0;;7.0;6;1500.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;6.100000000000023;;;;;;45.7265;5.077833;235;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84;4
7510;2010-04-12T23:00:00+02:00;101490;140.0;1;10;4.6;283.45;274.05;52;30000.0;État du ciel inchangé dans l’ensemble;1;1;0.0;;;;;;100830.0;;;;;;;;;;;;7.2;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1107.0;3100.0;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;1;État du ciel inchangé dans l’ensemble;10.300000000000011;;;;;;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
7577;2010-04-12T23:00:00+02:00;101220;80.0;0;30;2.1;280.35;276.75;78;;;;;;;;;;;100320.0;;;;;;;;;;;;5.7;-10.0;;;;;0.0;0.0;;;;710.0;1106.0;;;;;;;;;;;;;;;44.581167,4.733;MONTELIMAR;0;;;7.2000000000000455;;;;;;44.581167;4.733;73;Montélimar;26198;CA Montélimar Agglomération;200040459;Drôme;26;Auvergne-Rhône-Alpes;84;4
61972;2010-04-12T23:00:00+02:00;101770;;;180;5.1;298.25;290.95;64;;;;;;;;;;;;;;180.0;;;;;;;;;9.3;-10.0;;;;;0.0;0.0;;;;710.0;1109.0;;;;;;;;;;;;;;;-22.344167,40.340667;EUROPA;;;;25.100000000000023;;;;;;-22.344167;40.340667;6;;;;;;;;;4
61976;2010-04-12T23:00:00+02:00;101470;;;130;5.1;300.05;295.65;77;;;;;;;;;;;101320.0;;;200.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;-15.887667,54.520667;TROMELIN;;;;26.900000000000034;;;;;;-15.887667;54.520667;7;;;;;;;;;4
78922;2010-04-13T02:00:00+02:00;101040;120.0;2;80;7.7;299.25;296.55;85;;;;;;;;;;;100740.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7745,-60.875333;TRINITE-CARAVEL;2;;;26.100000000000023;;;;;;14.7745;-60.875333;26;La Trinité;97230;CA du Pays Nord Martinique;200041788;Martinique;972;Martinique;2;4
7690;2010-04-13T05:00:00+02:00;101030;30.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;330;4.6;282.45;277.45;71;20000.0;Pluie (ne se congelant pas);Pluie;2;90.0;3;1250.0;38;27;60;100690.0;;;;;;;;;;;;8.2;-10.0;;;;;0.0;0.0;;;;710.0;1108.0;;;2.0;8;1200.0;3.0;6;1800.0;7.0;3;2700.0;;;;43.648833,7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Pluie (ne se congelant pas);9.300000000000011;;;;;;43.648833;7.209;2;Nice;6088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;6;Provence-Alpes-Côte d'Azur;93;4
7037;2010-04-13T08:00:00+02:00;101960;10.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;20;4.1;279.15;277.35;88;3000.0;Brume;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;60.0;5;2250.0;35;20;10;100090.0;;;;278.85;;283.85;;277.15;;;;7.7;-10.0;0;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1108.0;3100.0;;5.0;6;2100.0;;;;;;;;;;49.383,1.181667;ROUEN-BOOS;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Brume;6.0;5.7000000000000455;;10.700000000000045;;4.0;49.383;1.181667;151;Boos;76116;Métropole Rouen Normandie;200023414;Seine-Maritime;76;Normandie;28;4
7299;2010-04-13T08:00:00+02:00;101550;80.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;350;1.5;276.45;275.85;96;3000.0;Brume;;;90.0;7;150.0;36;61;60;98200.0;;;;275.75;;282.05;;275.15;;;;5.7;-10.0;1;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1106.0;3100.0;;7.0;7;120.0;;;;;;;;;;47.614333,7.51;BALE-MULHOUSE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;Brume;3.3000000000000114;2.6000000000000227;;8.900000000000034;;2.0;47.614333;7.51;263;Blotzheim;68042;CA Saint-Louis Agglomération;200066058;Haut-Rhin;68;Grand Est;44;4
7621;2010-04-13T08:00:00+02:00;101400;50.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;200;1.0;276.25;274.25;87;20000.0;Nuages en formation ou en train de se développer;;;90.0;7;1750.0;35;61;60;96970.0;;;;274.35;;283.45;;271.15;;;;3.1;-10.0;0;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1103.0;3100.0;;7.0;6;1800.0;;;;;;;;;;43.188,0.0;TARBES-OSSUN;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;Nuages en formation ou en train de se développer;3.1000000000000227;1.2000000000000455;;10.300000000000011;;-2.0;43.188;0.0;360;Louey;65284;CA Tarbes-Lourdes-Pyrénées;200069300;Hautes-Pyrénées;65;Occitanie;76;4
7005;2010-04-13T11:00:00+02:00;102040;20.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;20;6.2;283.75;280.25;79;4000.0;Brume;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;0;8000.0;30;20;11;101100.0;;;;;;;;;;;;9.8;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1110.0;3100.0;;2.0;0;7200.0;;;;;;;;;;50.136,1.834;ABBEVILLE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Brume;10.600000000000023;;;;;;50.136;1.834;69;Abbeville;80001;CA de la Baie de Somme;200070993;Somme;80;Hauts-de-France;32;4
7335;2010-04-13T11:00:00+02:00;101690;80.0;1;40;5.7;282.75;276.95;67;12000.0;État du ciel inchangé dans l’ensemble;1;1;75.0;6;450.0;32;20;10;100230.0;;;;;;;;;;;;10.8;-10.0;;;;;0.0;0.0;;;;710.0;1111.0;;;6.0;8;540.0;;;;;;;;;;46.593833,0.314333;POITIERS-BIARD;1;1;État du ciel inchangé dans l’ensemble;9.600000000000023;;;;;;46.593833;0.314333;123;Poitiers;86194;CU du Grand Poitiers;200069854;Vienne;86;Nouvelle-Aquitaine;75;4
89642;2010-04-13T11:00:00+02:00;96810;120.0;3;150;17.0;257.75;250.95;52;8000.0;Chasse-neige faible ou modérée;3;2;90.0;1;1750.0;35;24;12;96260.0;;;;;;;;;;;24.2;30.4;-30.0;;;;;;;;;;1024.0;1130.0;;;1.0;6;1500.0;5.0;4;2400.0;7.0;0;5700.0;;;;-66.663167,140.001;DUMONT D'URVILLE;3;3;Chasse-neige faible ou modérée;-15.399999999999977;;;;;;-66.663167;140.001;43;;;;;;;;;4
7015;2010-04-13T14:00:00+02:00;101890;-110.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;40;8.2;288.95;279.15;52;12000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;50.0;1;1250.0;31;20;11;101330.0;;;;;;;;;;;;13.4;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1113.0;3100.0;;1.0;8;1200.0;4.0;0;6000.0;;;;;;;50.57,3.0975;LILLE-LESQUIN;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;15.800000000000011;;;;;;50.57;3.0975;47;Fretin;59256;Métropole Européenne de Lille;245900410;Nord;59;Hauts-de-France;32;4
7510;2010-04-13T14:00:00+02:00;101500;-10.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;350;2.6;285.95;276.35;52;15000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;7;800.0;38;20;10;100850.0;;;;;;;;;;;;5.1;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1105.0;3100.0;;1.0;8;690.0;3.0;6;1200.0;5.0;6;1800.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;12.800000000000011;;;;;;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
61972;2010-04-13T14:00:00+02:00;101420;;;160;8.7;301.85;294.35;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22.344167,40.340667;EUROPA;;;;28.700000000000045;;;;;;-22.344167;40.340667;6;;;;;;;;;4
7117;2010-04-13T17:00:00+02:00;102180;-60.0;8;60;6.7;283.35;280.05;80;4500.0;Brume sèche;2;2;40.0;3;450.0;36;20;10;101470.0;;;;;;;;;;;;9.8;-10.0;;;;;0.0;0.0;;;;710.0;1110.0;2436.0;;;;;;;;;;;;;;48.825833,-3.473167;PLOUMANAC'H;8;2;Brume sèche;10.200000000000045;;;;;;48.825833;-3.473167;55;Perros-Guirec;22168;CA Lannion-Trégor Communauté;200065928;Côtes-d'Armor;22;Bretagne;53;4
7577;2010-04-13T17:00:00+02:00;101170;-110.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;10;4.6;288.05;275.85;44;30000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;10.0;1;800.0;39;20;10;100290.0;;;;;;;;;;;;9.3;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1109.0;3100.0;;1.0;8;900.0;1.0;9;990.0;;;;;;;44.581167,4.733;MONTELIMAR;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;14.900000000000034;;;;;;44.581167;4.733;73;Montélimar;26198;CA Montélimar Agglomération;200040459;Drôme;26;Auvergne-Rhône-Alpes;84;4
61997;2010-04-13T17:00:00+02:00;99720;;;220;22.1;277.55;276.65;94;;;;;;;;;;;;;;;;;;;;;;;32.9;-30.0;;;;;;0.2;;;;1133.0;;;;;;;;;;;;;;;;-46.4325,51.856667;CROZET;;;;4.400000000000034;;;;;;-46.4325;51.856667;146;;;;;;;;;4
81405;2010-04-13T17:00:00+02:00;101210;;;80;4.6;304.15;297.35;67;10000.0;État du ciel inchangé dans l’ensemble;1;1;75.0;5;800.0;38;23;12;101120.0;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;4.822333,-52.365333;CAYENNE-MATOURY;;1;État du ciel inchangé dans l’ensemble;31.0;;;;;;4.822333;-52.365333;4;Matoury;97307;CA du Centre Littoral;249730045;Guyane;973;Guyane;3;4
81415;2010-04-13T17:00:00+02:00;101240;;;170;1.0;303.95;296.85;66;;;;;;;;;;;100060.0;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;3.640167,-54.028333;MARIPASOULA;;;;30.80000000000001;;;;;;3.640167;-54.028333;106;Maripasoula;97353;CC de l'Ouest Guyanais;249730037;Guyane;973;Guyane;3;4
